video_id,titulo,video_duration_s,category,que_pasa,total_views,total_likes,like_rate,total_comments,comment_rate,suscriptores_ganados,subscription_rate,avg_watch_percent,avg_watch_time_s,veces_recomendado,total_clics,click_through_rate
30,,1442,News,"channel, policy, stock, disaster, accident",14,7,0.5,5,0.3571,1,0.0714,0.8381,1168.29,4,4,1.0
31,,3228,Comedy,"punchline, edit, expression, sound, fun",13,3,0.2308,2,0.1538,0,0.0,0.5983,1300.38,10,5,0.5
32,,1805,Lifestyle,"makeup, planning, home, food, meditation",19,6,0.3158,1,0.0526,2,0.1053,0.7417,1717.74,5,5,1.0
33,,401,Gaming,"fortnite, skill, valorant, perk, ability",23,4,0.1739,1,0.0435,0,0.0,0.709,1413.61,11,11,1.0
34,,849,Education,"understanding, criticalthinking, lecture, guide, history",21,9,0.4286,1,0.0476,1,0.0476,0.7821,1373.38,4,6,1.5
35,,1914,Tech,"bitcoin, deployment, hosting, developer, tablet",18,7,0.3889,4,0.2222,1,0.0556,0.8014,1350.67,7,2,0.2857
36,,2530,Gaming,"match, csgo, story, team, update",20,3,0.15,1,0.05,2,0.1,0.6529,1176.9,8,6,0.75
37,,568,Music,"effect, piano, sample, electronic, note",21,7,0.3333,4,0.1905,0,0.0,0.8156,1215.29,10,8,0.8
38,,1335,Comedy,"like, satire, exaggeration, crying, tone",25,5,0.2,4,0.16,0,0.0,0.8117,1196.04,9,7,0.7778
39,,831,Music,"audio, hit, viral, contract, synth",25,6,0.24,3,0.12,0,0.0,0.6728,1183.24,10,3,0.3
40,,670,Comedy,"ridiculous, parody, laugh, hilarious, entertainment",17,5,0.2941,1,0.0588,1,0.0588,0.7614,1047.0,5,8,1.6
41,,1351,News,"online, report, warning, law, finance",18,7,0.3889,4,0.2222,1,0.0556,0.7899,1327.0,8,6,0.75
42,,2940,Lifestyle,"motivation, destination, sidehustle, fun, career",27,2,0.0741,2,0.0741,5,0.1852,0.6741,1186.19,9,10,1.1111
43,,1957,News,"news, impact, protest, reporting, health",19,4,0.2105,2,0.1053,1,0.0526,0.8513,1400.79,11,8,0.7273
44,,440,Comedy,"stage, delivery, random, improv, trend",23,6,0.2609,2,0.087,1,0.0435,0.6921,1122.91,11,7,0.6364
45,,2174,Music,"backstage, singer, stage, jazz, live",17,7,0.4118,1,0.0588,0,0.0,0.6918,1028.76,3,8,2.6667
46,,1111,Tech,"virus, internet, transformation, integration, system",14,6,0.4286,1,0.0714,0,0.0,0.7205,1338.5,6,5,0.8333
47,,459,Education,"class, tutorial, progress, debate, data",21,7,0.3333,3,0.1429,0,0.0,0.6638,1172.57,9,9,1.0
48,,843,News,"fact, analysis, trend, summary, highlight",17,8,0.4706,4,0.2353,1,0.0588,0.5807,1069.65,9,6,0.6667
49,,3185,Music,"classical, inspiration, instrumental, emotion, collab",24,6,0.25,2,0.0833,0,0.0,0.781,1578.96,12,7,0.5833
50,,3578,Music,"acoustic, mood, expression, note, track",10,4,0.4,1,0.1,0,0.0,0.6987,1768.5,5,3,0.6
51,,1690,Music,"performance, voice, trend, cover, contract",18,3,0.1667,3,0.1667,0,0.0,0.7582,1179.72,9,7,0.7778
52,,2662,Comedy,"parody, story, prank, irony, content",21,3,0.1429,3,0.1429,1,0.0476,0.7,886.0,10,6,0.6
53,,2563,Comedy,"laughing, absurd, creator, funny, audience",14,3,0.2143,1,0.0714,1,0.0714,0.7949,1167.29,2,6,3.0
54,,2774,Music,"tune, playlist, culture, festival, hook",21,4,0.1905,1,0.0476,0,0.0,0.6192,1220.62,10,9,0.9
55,,2800,Lifestyle,"minimalism, energy, community, cooking, relax",16,7,0.4375,1,0.0625,0,0.0,0.66,1529.0,7,3,0.4286
56,,1325,Comedy,"weird, absurd, highlight, trend, exaggeration",23,9,0.3913,3,0.1304,1,0.0435,0.7358,1034.17,11,5,0.4545
57,,2936,Lifestyle,"adventure, freelance, apartment, entrepreneur, motivation",27,8,0.2963,2,0.0741,0,0.0,0.6737,1407.48,7,6,0.8571
58,,2717,Education,"theory, language, approach, memory, training",23,7,0.3043,1,0.0435,2,0.087,0.7535,1521.7,9,4,0.4444
59,,153,Comedy,"style, gesture, influencer, face, series",15,3,0.2,2,0.1333,2,0.1333,0.682,1093.07,7,6,0.8571
60,,1761,Music,"video, melody, voice, festival, mv",21,7,0.3333,1,0.0476,1,0.0476,0.6888,1286.9,10,7,0.7
61,,212,News,"context, growth, finance, event, evidence",22,9,0.4091,4,0.1818,0,0.0,0.8056,1180.91,11,7,0.6364
62,,3538,Lifestyle,"travel, kitchen, friends, remote, organization",24,6,0.25,2,0.0833,1,0.0417,0.759,1082.29,14,5,0.3571
63,,2775,Comedy,"prank, giggle, improv, montage, top",22,5,0.2273,5,0.2273,2,0.0909,0.7483,1180.41,8,5,0.625
64,,2142,News,"platform, election, story, discussion, source",19,4,0.2105,2,0.1053,0,0.0,0.6985,1431.47,6,9,1.5
65,,1871,Comedy,"story, short, sketch, video, routine",8,1,0.125,2,0.25,1,0.125,0.737,2067.88,3,3,1.0
66,,2189,Education,"professor, university, future, internship, thesis",17,3,0.1765,3,0.1765,2,0.1176,0.8504,1407.29,8,5,0.625
67,,2079,Comedy,"laugh, joke, remix, clip, meme",17,5,0.2941,3,0.1765,2,0.1176,0.6799,1201.53,7,1,0.1429
68,,3030,Tech,"web, digital, future, patch, efficiency",21,4,0.1905,3,0.1429,0,0.0,0.749,1248.05,9,9,1.0
69,,2865,Music,"ticket, backstage, lyrics, band, producer",10,3,0.3,1,0.1,0,0.0,0.7533,1395.9,4,4,1.0
70,,2207,Lifestyle,"selfcare, night, joy, morning, habits",25,11,0.44,3,0.12,3,0.12,0.7529,1276.0,16,9,0.5625
71,,1145,Comedy,"crying, hilarious, music, story, clip",20,5,0.25,1,0.05,3,0.15,0.724,1197.75,10,7,0.7
72,,2748,Comedy,"remix, episode, wild, tone, comedy",21,5,0.2381,2,0.0952,3,0.1429,0.6657,952.43,10,2,0.2
73,,1512,Education,"geography, criticalthinking, explained, attention, development",25,6,0.24,2,0.08,1,0.04,0.7823,1311.2,4,9,2.25
74,,3295,Education,"course, video, chemistry, study, development",21,4,0.1905,1,0.0476,1,0.0476,0.7393,1071.05,5,7,1.4
75,,3013,Sports,"arena, bench, race, nutrition, basketball",22,9,0.4091,2,0.0909,2,0.0909,0.7437,975.27,10,7,0.7
76,,2021,Gaming,"avatar, crossplay, leagueoflegends, mods, boss",18,6,0.3333,4,0.2222,1,0.0556,0.7832,1074.61,6,7,1.1667
77,,1679,Tech,"ar, update, version, ai, mobile",18,6,0.3333,2,0.1111,0,0.0,0.7398,1255.89,5,3,0.6
78,,1520,Gaming,"character, battlepass, mission, clan, arena",24,4,0.1667,2,0.0833,1,0.0417,0.7103,1039.88,6,8,1.3333
79,,1531,Lifestyle,"relax, makeup, organization, decor, fitness",15,2,0.1333,0,0.0,1,0.0667,0.8698,1304.73,5,2,0.4
80,,2762,Gaming,"event, esports, controller, score, achievement",23,13,0.5652,1,0.0435,0,0.0,0.7205,1295.83,10,6,0.6
81,,3455,Lifestyle,"remote, joy, makeup, city, life",23,6,0.2609,0,0.0,3,0.1304,0.6431,1231.96,9,5,0.5556
82,,669,News,"science, fake, story, statement, trend",25,8,0.32,1,0.04,1,0.04,0.7817,1163.28,5,6,1.2
83,,1976,Gaming,"multiplayer, glitch, aim, fifa, meta",16,4,0.25,3,0.1875,1,0.0625,0.6612,1187.94,7,1,0.1429
84,,3339,Sports,"penalty, basketball, crowd, fairplay, offside",13,9,0.6923,4,0.3077,2,0.1538,0.8147,1201.38,1,5,5.0
85,,2557,Comedy,"video, punchline, random, fun, epicfail",18,4,0.2222,3,0.1667,0,0.0,0.561,1235.17,8,9,1.125
86,,913,Gaming,"pc, match, fps, ranked, ping",17,3,0.1765,1,0.0588,0,0.0,0.8748,1290.35,9,6,0.6667
87,,3571,Comedy,"trend, background, reaction, sarcasm, laughing",15,7,0.4667,1,0.0667,2,0.1333,0.7365,1028.0,3,4,1.3333
88,,2145,Tech,"fintech, innovation, ar, website, developer",19,6,0.3158,0,0.0,2,0.1053,0.7099,1613.47,7,7,1.0
89,,3280,Gaming,"reaction, roblox, stream, cutscene, update",19,7,0.3684,0,0.0,0,0.0,0.6526,1004.0,10,8,0.8
90,,1716,Lifestyle,"planning, decor, destination, home, joy",17,6,0.3529,1,0.0588,1,0.0588,0.6794,1108.82,8,8,1.0
91,,1090,Education,"thesis, course, assignment, practice, homework",14,3,0.2143,0,0.0,0,0.0,0.6748,918.21,11,3,0.2727
92,,1292,Gaming,"practice, tournament, aim, crossplay, boss",12,4,0.3333,1,0.0833,0,0.0,0.6702,1195.92,4,3,0.75
93,,527,Comedy,"viral, sarcasm, audience, moment, fun",17,9,0.5294,0,0.0,2,0.1176,0.9347,1356.18,7,4,0.5714
94,,2011,News,"climate, coverage, stream, world, fact",22,9,0.4091,5,0.2273,1,0.0455,0.7473,1299.68,9,7,0.7778
95,,1468,Tech,"nft, testing, privacy, innovation, repository",20,6,0.3,4,0.2,0,0.0,0.6922,1089.05,11,5,0.4545
96,,1397,Lifestyle,"life, saving, exercise, trip, habits",21,3,0.1429,2,0.0952,2,0.0952,0.7022,1316.24,11,5,0.4545
97,,1618,Sports,"agility, recovery, lose, endurance, trophy",17,6,0.3529,0,0.0,1,0.0588,0.7192,1277.71,8,6,0.75
98,,1087,Education,"lecture, understanding, experiment, college, education",14,3,0.2143,0,0.0,1,0.0714,0.879,1451.57,5,4,0.8
99,,2065,Comedy,"fails, series, irony, montage, audience",26,6,0.2308,1,0.0385,1,0.0385,0.769,1118.46,9,5,0.5556
100,,530,Sports,"injury, ranking, finals, diet, team",23,8,0.3478,3,0.1304,2,0.087,0.8534,1193.3,10,8,0.8
101,,2924,Music,"inspiration, mood, techno, viral, remix",18,4,0.2222,0,0.0,1,0.0556,0.8156,1845.44,4,6,1.5
102,,601,Sports,"fitness, finals, fans, penalty, cheer",22,5,0.2273,3,0.1364,0,0.0,0.7669,1383.59,9,9,1.0
103,,789,Music,"rap, hit, acoustic, drums, stream",23,4,0.1739,3,0.1304,1,0.0435,1.1282,1464.52,11,7,0.6364
104,,2651,Gaming,"solo, sandbox, battlepass, victory, aim",22,7,0.3182,1,0.0455,1,0.0455,0.7004,1263.77,10,6,0.6
105,,264,Gaming,"graphics, callofduty, loadout, tournament, dlc",32,7,0.2188,4,0.125,1,0.0312,0.8091,1382.84,13,12,0.9231
106,,973,Education,"problem, improvement, platform, lab, explanation",21,9,0.4286,4,0.1905,0,0.0,0.8134,1086.1,9,7,0.7778
107,,2229,Comedy,"absurd, short, crying, share, exaggeration",24,12,0.5,1,0.0417,0,0.0,0.7365,1194.96,12,11,0.9167
108,,3462,Sports,"mma, recovery, cup, hydration, marathon",20,3,0.15,2,0.1,2,0.1,0.7238,1331.05,5,6,1.2
109,,2797,Comedy,"material, content, reaction, wild, gesture",22,6,0.2727,1,0.0455,2,0.0909,0.8414,1008.18,10,9,0.9
110,,1061,Comedy,"short, channel, timing, trend, floor",13,5,0.3846,0,0.0,0,0.0,0.7357,885.23,8,5,0.625
111,,1867,News,"reporting, live, science, headline, analysis",17,7,0.4118,1,0.0588,0,0.0,0.7555,1240.41,6,7,1.1667
112,,1762,Music,"headphones, crowd, song, remix, rap",16,6,0.375,1,0.0625,1,0.0625,0.8585,1329.38,4,6,1.5
113,,1522,Education,"explained, discussion, data, explanation, result",18,6,0.3333,0,0.0,0,0.0,0.6579,1083.61,7,6,0.8571
114,,3331,Tech,"metaverse, hosting, innovation, startup, data",20,7,0.35,3,0.15,2,0.1,0.7013,1060.5,10,6,0.6
115,,520,Music,"vibe, note, acoustic, rap, studio",18,1,0.0556,2,0.1111,1,0.0556,0.702,1273.89,10,7,0.7
116,,993,Comedy,"exaggeration, weird, top, youtube, reaction",21,8,0.381,3,0.1429,1,0.0476,0.7193,1109.19,7,5,0.7143
117,,265,Lifestyle,"budget, outfit, minimalism, organization, time",16,6,0.375,2,0.125,0,0.0,0.7629,874.12,7,2,0.2857
118,,2728,Sports,"speed, pass, card, win, physio",32,11,0.3438,5,0.1562,1,0.0312,0.7886,1202.78,7,8,1.1429
119,,32,Education,"exam, answer, exercise, class, homework",24,10,0.4167,3,0.125,1,0.0417,0.7786,1343.33,11,9,0.8182
120,,3141,Tech,"application, github, scalability, api, patch",25,7,0.28,0,0.0,2,0.08,0.8854,1264.68,10,6,0.6
121,,3185,Music,"performance, cover, acoustic, band, version",8,3,0.375,0,0.0,0,0.0,0.6687,686.75,5,2,0.4
122,,983,Music,"acoustic, album, studio, gig, single",18,7,0.3889,1,0.0556,3,0.1667,0.6396,1244.33,11,10,0.9091
123,,3073,Gaming,"skin, glitch, graphics, quest, team",20,11,0.55,1,0.05,0,0.0,0.7729,1264.35,6,4,0.6667
124,,2716,Tech,"crypto, design, technology, laptop, nft",12,3,0.25,0,0.0,2,0.1667,0.7262,1389.58,6,2,0.3333
125,,2965,Sports,"stats, arena, finals, olympics, game",17,3,0.1765,3,0.1765,3,0.1765,0.7335,1345.18,5,7,1.4
126,,1558,Comedy,"audience, crowd, style, surprise, twist",19,8,0.4211,1,0.0526,1,0.0526,0.8378,1072.05,8,7,0.875
127,,2387,Gaming,"setup, cosmetics, royale, teclado, reaction",17,6,0.3529,1,0.0588,1,0.0588,0.7323,955.59,10,4,0.4
128,,184,Comedy,"satire, dialogue, montage, moment, giggle",19,5,0.2632,1,0.0526,0,0.0,0.6864,1248.74,8,6,0.75
129,,3551,Education,"art, approach, improvement, literature, experiment",20,5,0.25,1,0.05,3,0.15,0.7889,1221.5,5,4,0.8
130,,2215,Music,"guitar, tempo, remix, effect, microphone",16,6,0.375,2,0.125,0,0.0,0.8009,1236.94,8,2,0.25
131,,2054,Tech,"firewall, mobile, tool, engineer, robot",22,9,0.4091,0,0.0,0,0.0,0.8261,1284.36,7,11,1.5714
132,,724,Education,"debate, analysis, strategy, focus, organization",23,9,0.3913,2,0.087,1,0.0435,0.7768,1284.65,8,9,1.125
133,,659,Education,"experience, lecture, schedule, elearning, topic",20,8,0.4,2,0.1,1,0.05,0.6708,1259.75,5,4,0.8
134,,467,Gaming,"ability, lag, tricks, graphics, unlock",25,7,0.28,3,0.12,1,0.04,0.6028,737.88,9,8,0.8889
135,,3355,Gaming,"boss, patch, online, event, ability",23,6,0.2609,3,0.1304,0,0.0,0.7249,1396.7,4,8,2.0
136,,1684,Education,"debate, routine, math, teacher, writing",24,12,0.5,3,0.125,1,0.0417,0.6372,976.75,9,8,0.8889
137,,3072,Comedy,"stage, routine, unexpected, moment, entertainment",13,3,0.2308,0,0.0,0,0.0,0.7731,1027.08,10,9,0.9
138,,2417,Sports,"defense, draw, champion, cheer, tactics",17,3,0.1765,1,0.0588,0,0.0,0.9095,1369.0,6,6,1.0
139,,2376,Music,"rock, feeling, release, trend, classical",19,8,0.4211,3,0.1579,0,0.0,0.8941,1519.58,6,5,0.8333
140,,3223,Education,"explained, focus, understanding, geography, future",29,6,0.2069,0,0.0,2,0.069,0.7748,1151.59,14,5,0.3571
141,,3540,Music,"festival, bridge, acoustic, synth, backstage",23,4,0.1739,1,0.0435,1,0.0435,0.7133,1255.35,10,8,0.8
142,,2114,Lifestyle,"habits, kitchen, diet, health, life",15,6,0.4,2,0.1333,1,0.0667,0.7811,779.93,3,4,1.3333
143,,1379,Gaming,"clan, royale, arena, controller, speedrun",19,5,0.2632,3,0.1579,0,0.0,0.6276,1131.68,8,5,0.625
144,,2339,Tech,"data, firewall, crypto, hosting, repository",19,6,0.3158,3,0.1579,1,0.0526,3.0105,1229.37,9,7,0.7778
145,,1802,News,"climate, politics, journalism, fact, economy",20,6,0.3,0,0.0,0,0.0,0.7284,1207.5,4,10,2.5
146,,111,Gaming,"coop, casual, clan, skill, openworld",23,9,0.3913,2,0.087,0,0.0,0.8191,1154.52,10,7,0.7
147,,361,Lifestyle,"cleaning, destination, business, adventure, trip",19,8,0.4211,2,0.1053,1,0.0526,0.6933,1142.37,10,6,0.6
148,,1191,Gaming,"enemy, leagueoflegends, minecraft, boss, practice",14,3,0.2143,2,0.1429,0,0.0,0.7414,1309.21,6,3,0.5
149,,786,Lifestyle,"destination, productivity, celebration, house, clothes",15,5,0.3333,0,0.0,0,0.0,0.7846,1491.4,4,9,2.25
150,,1730,Lifestyle,"adventure, events, cleaning, planning, happiness",18,4,0.2222,2,0.1111,1,0.0556,0.7288,1265.83,8,3,0.375
151,,254,News,"reaction, media, tv, public, politics",25,9,0.36,2,0.08,0,0.0,0.6386,987.24,7,9,1.2857
152,,1152,News,"conflict, weather, report, live, business",28,5,0.1786,4,0.1429,2,0.0714,0.7114,1203.79,8,12,1.5
153,,3320,Comedy,"funny, stage, style, punchline, share",12,3,0.25,1,0.0833,1,0.0833,0.689,1488.25,6,3,0.5
154,,1019,Music,"verse, mood, tour, bridge, studio",19,4,0.2105,2,0.1053,2,0.1053,0.8881,1591.63,5,7,1.4
155,,1929,Education,"model, organization, explanation, attention, analysis",23,9,0.3913,2,0.087,0,0.0,0.7714,1184.83,7,5,0.7143
156,,1881,Education,"progress, course, university, theory, discussion",18,7,0.3889,1,0.0556,2,0.1111,0.8814,1370.56,9,4,0.4444
157,,1352,Gaming,"raton, controller, victory, quest, trophy",18,4,0.2222,3,0.1667,3,0.1667,0.8861,1090.78,11,6,0.5455
158,,3496,Tech,"deployment, open source, metaverse, password, browser",25,8,0.32,8,0.32,0,0.0,0.7023,1388.76,11,9,0.8182
159,,1112,Education,"science, professor, job, college, debate",28,11,0.3929,1,0.0357,2,0.0714,0.7196,1160.18,12,9,0.75
160,,260,Music,"verse, mv, collab, concert, pop",16,7,0.4375,2,0.125,0,0.0,0.7543,913.75,6,3,0.5
161,,3373,Comedy,"dialogue, edit, sarcasm, channel, moment",14,4,0.2857,5,0.3571,2,0.1429,0.7753,1257.71,7,5,0.7143
162,,814,Lifestyle,"family, sidehustle, makeup, home, minimalism",17,5,0.2941,1,0.0588,0,0.0,0.689,1132.94,5,3,0.6
163,,3276,Comedy,"laugh, timing, wild, highlight, funny",13,0,0.0,2,0.1538,1,0.0769,0.8056,1384.92,4,6,1.5
164,,1815,Comedy,"sketch, silly, tiktok, unexpected, series",16,6,0.375,1,0.0625,0,0.0,0.8158,1326.0,5,7,1.4
165,,2711,Education,"improvement, math, skills, conclusion, future",20,8,0.4,2,0.1,0,0.0,0.6158,1401.35,9,7,0.7778
166,,2637,News,"reaction, evidence, accident, national, global",24,4,0.1667,1,0.0417,1,0.0417,0.8408,1221.42,9,10,1.1111
167,,2708,Gaming,"reaction, dlc, challenge, tournament, story",16,6,0.375,2,0.125,1,0.0625,0.5888,930.81,7,4,0.5714
168,,1428,Gaming,"strategy, build, server, sandbox, avatar",25,7,0.28,3,0.12,1,0.04,0.8124,1838.68,11,5,0.4545
169,,3426,Lifestyle,"lifestyle, minimalism, diet, focus, holiday",15,3,0.2,2,0.1333,0,0.0,0.6153,1048.33,3,4,1.3333
170,,1211,Education,"science, progress, solution, professor, subject",17,4,0.2353,2,0.1176,0,0.0,0.8067,1475.82,7,1,0.1429
171,,1311,Gaming,"campaign, quest, cutscene, minecraft, xp",26,11,0.4231,2,0.0769,0,0.0,0.7515,1037.65,9,11,1.2222
172,,2343,Lifestyle,"city, culture, trip, style, entrepreneur",24,7,0.2917,1,0.0417,1,0.0417,0.8137,1149.33,13,6,0.4615
173,,1557,Comedy,"laugh, hilarious, humor, floor, performance",21,4,0.1905,1,0.0476,2,0.0952,0.6511,1069.33,9,3,0.3333
174,,1822,Education,"focus, progress, tutorial, memory, notes",19,8,0.4211,2,0.1053,2,0.1053,0.7308,1246.0,8,8,1.0
175,,241,News,"health, response, highlight, development, fake",25,6,0.24,2,0.08,1,0.04,0.787,1071.72,8,6,0.75
176,,954,Music,"sound, creative, rhythm, feature, synth",18,4,0.2222,3,0.1667,1,0.0556,0.8405,1271.67,3,5,1.6667
177,,1409,Gaming,"stats, callofduty, coop, strategy, campaign",16,7,0.4375,0,0.0,0,0.0,0.6685,1404.0,9,4,0.4444
178,,220,Sports,"field, captain, fairplay, swimming, medal",16,4,0.25,2,0.125,0,0.0,0.659,782.94,5,2,0.4
179,,3241,Lifestyle,"family, money, beauty, nutrition, skincare",21,4,0.1905,0,0.0,1,0.0476,0.7174,947.48,6,5,0.8333
180,,2762,Lifestyle,"project, adventure, freelance, work, nature",29,9,0.3103,3,0.1034,0,0.0,0.79,1388.66,9,9,1.0
181,,3340,Lifestyle,"cleaning, money, motivation, style, entrepreneur",25,4,0.16,2,0.08,1,0.04,0.7874,1251.0,10,7,0.7
182,,760,Lifestyle,"yoga, energy, positivity, food, cooking",20,4,0.2,1,0.05,0,0.0,0.677,1125.15,7,3,0.4286
183,,36,Comedy,"channel, gesture, highlight, ridiculous, unexpected",18,6,0.3333,1,0.0556,1,0.0556,0.7738,1021.72,10,3,0.3
184,,401,Comedy,"style, crazy, voice, comment, stage",20,9,0.45,0,0.0,0,0.0,0.6857,1203.65,7,7,1.0
185,,2786,Tech,"data, release, future, computer, authentication",20,4,0.2,0,0.0,2,0.1,0.7667,6700.4,7,12,1.7143
186,,714,Music,"classical, album, guitar, performance, style",21,8,0.381,3,0.1429,1,0.0476,inf,1523.24,11,4,0.3636
187,,860,Tech,"metaverse, security, nft, update, analytics",22,7,0.3182,4,0.1818,0,0.0,0.6417,1428.68,5,8,1.6
188,,708,Comedy,"best, rolling, gesture, face, funny",20,9,0.45,1,0.05,0,0.0,0.7945,1329.65,5,4,0.8
189,,3097,Sports,"pass, attack, olympics, kick, ranking",23,9,0.3913,1,0.0435,0,0.0,0.7226,1360.78,6,8,1.3333
190,,2126,Gaming,"casual, unlock, eldenring, controller, training",18,6,0.3333,1,0.0556,0,0.0,0.7614,1489.11,6,3,0.5
191,,3023,Music,"acoustic, pop, tempo, cover, rapper",23,12,0.5217,5,0.2174,1,0.0435,0.7709,1236.91,11,11,1.0
192,,2160,Comedy,"reaction, top, mock, entertainment, energy",29,6,0.2069,5,0.1724,2,0.069,0.8055,1163.48,16,9,0.5625
193,,778,Gaming,"score, meta, ping, csgo, royale",16,6,0.375,2,0.125,2,0.125,0.8227,1343.62,5,1,0.2
194,,602,Comedy,"sound, funny, scene, laughter, irony",20,10,0.5,2,0.1,1,0.05,0.6918,1068.7,7,6,0.8571
195,,1821,Lifestyle,"motivation, minimalism, outfit, gym, holiday",19,6,0.3158,3,0.1579,1,0.0526,0.6768,1236.95,9,4,0.4444
196,,1764,Education,"student, growth, topic, degree, tutorial",14,5,0.3571,0,0.0,0,0.0,0.8209,1233.79,6,3,0.5
197,,149,Music,"feature, chorus, genre, lyrics, bridge",20,6,0.3,3,0.15,1,0.05,0.862,1377.9,4,6,1.5
198,,1030,Music,"feature, concert, rap, label, artist",18,4,0.2222,1,0.0556,0,0.0,0.6383,936.67,9,3,0.3333
199,,555,Music,"culture, stream, sample, track, album",19,9,0.4737,0,0.0,0,0.0,0.7552,6575.84,9,5,0.5556
200,,3317,Gaming,"cosmetics, level, update, apex, perk",17,4,0.2353,2,0.1176,1,0.0588,0.8537,1652.53,4,9,2.25
201,,2299,News,"latest, viral, stock, change, emergency",18,3,0.1667,2,0.1111,2,0.1111,0.6928,1365.22,8,6,0.75
202,,1968,Gaming,"match, graphics, trophy, perk, royale",18,7,0.3889,1,0.0556,2,0.1111,0.8367,1226.06,9,5,0.5556
203,,1076,Lifestyle,"relationship, social, outfit, inspiration, holiday",25,7,0.28,3,0.12,2,0.08,0.8535,1187.76,9,9,1.0
204,,3249,Gaming,"stream, shooter, strategy, coop, raton",22,8,0.3636,0,0.0,3,0.1364,0.7761,1301.36,7,4,0.5714
