"video_id","titulo","video_duration_s","category","que_pasa","total_views","total_likes","like_rate","total_comments","comment_rate","suscriptores_ganados","subscription_rate","avg_watch_percent","avg_watch_time_s","veces_recomendado","total_clics","click_through_rate"
"43","¿Vale la pena por mi propio padre?","1957","News","news, impact, protest, reporting, health","19","4","0.2105","2","0.1053","1","0.0526","0.8513","1400.79","11","8","0.7273"
"44","ME ARREPIENTO DE ESTO y esto fue lo que pasó: teatro escolar fue un FRACASO ÉPICO","440","Comedy","stage, delivery, random, improv, trend","23","6","0.2609","2","0.087","1","0.0435","0.6921","1122.91","11","7","0.6364"
"45","encontrar tu estilo musical único: Guía 2026","2174","Music","backstage, singer, stage, jazz, live","17","7","0.4118","1","0.0588","0","0.0","0.6918","1028.76","3","8","2.6667"
"46","Errores comunes al comprar tecnología y cómo evitarlos | ESTO NADIE LO EXPLICA","1111","Tech","virus, internet, transformation, integration, system","14","6","0.4286","1","0.0714","0","0.0","0.7205","1338.5","6","5","0.8333"
"47","importantes de la educación financiera desde joven","459","Education","class, tutorial, progress, debate, data","21","7","0.3333","3","0.1429","0","0.0","0.6638","1172.57","9","9","1.0"
"48","un fraude millonario en mi trabajo","843","News","fact, analysis, trend, summary, highlight","17","8","0.4706","4","0.2353","1","0.0588","0.5807","1069.65","9","6","0.6667"
"49","buena mezcla y masterización: Guía 2026","3185","Music","classical, inspiration, instrumental, emotion, collab","24","6","0.25","2","0.0833","0","0.0","0.781","1578.96","12","7","0.5833"
"50","Los secretos detrás de una buena mezcla y masterización: Guía 2026","3578","Music","acoustic, mood, expression, note, track","10","4","0.4","1","0.1","0","0.0","0.6987","1768.5","5","3","0.6"
"51","¿Vale la pena al empezar en la música y cómo evitarlos?","1690","Music","performance, voice, trend, cover, contract","18","3","0.1667","3","0.1667","0","0.0","0.7582","1179.72","9","7","0.7778"
"52","Mi experiencia con perro es más popular que yo en Instagram","2662","Comedy","parody, story, prank, irony, content","21","3","0.1429","3","0.1429","1","0.0476","0.7","886.0","10","6","0.6"
"53","Mi experiencia con un blog de chismes anónimo en mi propia trampa","2563","Comedy","laughing, absurd, creator, funny, audience","14","3","0.2143","1","0.0714","1","0.0714","0.7949","1167.29","2","6","3.0"
"54","Lo que nadie te dice de Mi rutina de práctica diaria con el piano","2774","Music","tune, playlist, culture, festival, hook","21","4","0.1905","1","0.0476","0","0.0","0.6192","1220.62","10","9","0.9"
"55","¿y nunca me di cuenta? NO TE LO ESPERAS","2800","Lifestyle","minimalism, energy, community, cooking, relax","16","7","0.4375","1","0.0625","0","0.0","0.66","1529.0","7","3","0.4286"
"56","NO ES LO QUE PARECE - el nombre equivocado y ahora no sé qué hacer","1325","Comedy","weird, absurd, highlight, trend, exaggeration","23","9","0.3913","3","0.1304","1","0.0435","0.7358","1034.17","11","5","0.4545"
"57","el mejor regalo de Navidad desde cero","2936","Lifestyle","adventure, freelance, apartment, entrepreneur, motivation","27","8","0.2963","2","0.0741","0","0.0","0.6737","1407.48","7","6","0.8571"
"58","Conceptos básicos de economía que todos deben saber desde cero","2717","Education","theory, language, approach, memory, training","23","7","0.3043","1","0.0435","2","0.087","0.7535","1521.7","9","4","0.4444"
"59","loro repitió todos mis amigos vieron que era calvo desde cero","153","Comedy","style, gesture, influencer, face, series","15","3","0.2","2","0.1333","2","0.1333","0.682","1093.07","7","6","0.8571"
"60","comunes al empezar en la música y cómo evitarlos","1761","Music","video, melody, voice, festival, mv","21","7","0.3333","1","0.0476","1","0.0476","0.6888","1286.9","10","7","0.7"
"61","Mi experiencia con en presidente difundiendo noticias falsas","212","News","context, growth, finance, event, evidence","22","9","0.4091","4","0.1818","0","0.0","0.8056","1180.91","11","7","0.6364"
"62","Me humillé frente a la familia de mi vida: Guía 2026","3538","Lifestyle","travel, kitchen, friends, remote, organization","24","6","0.25","2","0.0833","1","0.0417","0.759","1082.29","14","5","0.3571"
"63","Lo que nadie te dice de loro repitió todos mis amigos vieron que era calvo","2775","Comedy","prank, giggle, improv, montage, top","22","5","0.2273","5","0.2273","2","0.0909","0.7483","1180.41","8","5","0.625"
"64","Mi experiencia con Un extraño me acosaba y la policía no me creía","2142","News","platform, election, story, discussion, source","19","4","0.2105","2","0.1053","0","0.0","0.6985","1431.47","6","9","1.5"
"65","Lo que nadie te dice de Me tatué el nombre equivocado y ahora no sé qué hacer","1871","Comedy","story, short, sketch, video, routine","8","1","0.125","2","0.25","1","0.125","0.737","2067.88","3","3","1.0"
"66","la inteligencia artificial desde cero","2189","Education","professor, university, future, internship, thesis","17","3","0.1765","3","0.1765","2","0.1176","0.8504","1407.29","8","5","0.625"
"67","no sé qué hacer: Guía 2026","2079","Comedy","laugh, joke, remix, clip, meme","17","5","0.2941","3","0.1765","2","0.1176","0.6799","1201.53","7","1","0.1429"
"68","Lo que nadie te dice de Cómo empezar en la vida diaria: ejemplos reales","3030","Tech","web, digital, future, patch, efficiency","21","4","0.1905","3","0.1429","0","0.0","0.749","1248.05","9","9","1.0"
"69","Lo que nadie te dice de La verdad sobre la industria musical actual","2865","Music","ticket, backstage, lyrics, band, producer","10","3","0.3","1","0.1","0","0.0","0.7533","1395.9","4","4","1.0"
"70","a los 15 y mi novio está en shock… NUNCA HABÍA VISTO ESTO","2207","Lifestyle","selfcare, night, joy, morning, habits","25","11","0.44","3","0.12","3","0.12","0.7529","1276.0","16","9","0.5625"
"71","¿Por qué APRENDÍ MÁS DE LO QUE ESPERABA?: chico y amo las muñecas? ¿Soy raro?","1145","Comedy","crying, hilarious, music, story, clip","20","5","0.25","1","0.05","3","0.15","0.724","1197.75","10","7","0.7"
"72","estaba de vacaciones","2748","Comedy","remix, episode, wild, tone, comedy","21","5","0.2381","2","0.0952","3","0.1429","0.6657","952.43","10","2","0.2"
"73","¿todos deben saber? NO TE LO ESPERAS","1512","Education","geography, criticalthinking, explained, attention, development","25","6","0.24","2","0.08","1","0.04","0.7823","1311.2","4","9","2.25"
"74","tiempo de estudio de forma eficiente… NO LO RECOMIENDO","3295","Education","course, video, chemistry, study, development","21","4","0.1905","1","0.0476","1","0.0476","0.7393","1071.05","5","7","1.4"
"75","¿Por qué LO INTENTÉ OTRA VEZ?: constancia en el gimnasio que debes evitar","3013","Sports","arena, bench, race, nutrition, basketball","22","9","0.4091","2","0.0909","2","0.0909","0.7437","975.27","10","7","0.7"
"76","Soy adicto a los videojuegos y no puedo controlarme: Guía 2026","2021","Gaming","avatar, crossplay, leagueoflegends, mods, boss","18","6","0.3333","4","0.2222","1","0.0556","0.7832","1074.61","6","7","1.1667"
"77","útiles para el día a día","1679","Tech","ar, update, version, ai, mobile","18","6","0.3333","2","0.1111","0","0.0","0.7398","1255.89","5","3","0.6"
"78","me retó en Fortnite y me humilló (Explicado","1520","Gaming","character, battlepass, mission, clan, arena","24","4","0.1667","2","0.0833","1","0.0417","0.7103","1039.88","6","8","1.3333"
"79","padres son nómadas y estoy muy cansado desde cero","1531","Lifestyle","relax, makeup, organization, decor, fitness","15","2","0.1333","0","0.0","1","0.0667","0.8698","1304.73","5","2","0.4"
"80","me dejó por pasar más tiempo jugando que con ella: Guía 2026","2762","Gaming","event, esports, controller, score, achievement","23","13","0.5652","1","0.0435","0","0.0","0.7205","1295.83","10","6","0.6"
"81","un año porque la traicioné: Guía 2026","3455","Lifestyle","remote, joy, makeup, city, life","23","6","0.2609","0","0.0","3","0.1304","0.6431","1231.96","9","5","0.5556"
"82","ESTO ME SORPRENDIÓ mientras pasó de la raya","669","News","science, fake, story, statement, trend","25","8","0.32","1","0.04","1","0.04","0.7817","1163.28","5","6","1.2"
"83","Me banearon de mi juego favorito por una confusión: Guía 2026","1976","Gaming","multiplayer, glitch, aim, fifa, meta","16","4","0.25","3","0.1875","1","0.0625","0.6612","1187.94","7","1","0.1429"
"84","¿Por qué la disciplina es más importante que el talento? ¡NO CREERÁS ESTO!","3339","Sports","penalty, basketball, crowd, fairplay, offside","13","9","0.6923","4","0.3077","2","0.1538","0.8147","1201.38","1","5","5.0"
"85","ASÍ CAMBIÓ MI VIDA - rico en una cita y terminé lavando platos","2557","Comedy","video, punchline, random, fun, epicfail","18","4","0.2222","3","0.1667","0","0.0","0.561","1235.17","8","9","1.125"
"86","Mi experiencia con dormir por una semana para terminar un juego móvil","913","Gaming","pc, match, fps, ranked, ping","17","3","0.1765","1","0.0588","0","0.0","0.8748","1290.35","9","6","0.6667"
"87","ESTO ES UNA LOCURA: abuelo me ganó en todos los videojuegos","3571","Comedy","trend, background, reaction, sarcasm, laughing","15","7","0.4667","1","0.0667","2","0.1333","0.7365","1028.0","3","4","1.3333"
"88","ESTO ES IMPRESIONANTE - privacidad en internet en 2026","2145","Tech","fintech, innovation, ar, website, developer","19","6","0.3158","0","0.0","2","0.1053","0.7099","1613.47","7","7","1.0"
"89","en Fortnite y me humilló: Guía 2026","3280","Gaming","reaction, roblox, stream, cutscene, update","19","7","0.3684","0","0.0","0","0.0","0.6526","1004.0","10","8","0.8"
"90","ESTO ES CLAVE y esto fue lo que pasó: Soy pobre y todos piensan que estoy muerto","1716","Lifestyle","planning, decor, destination, home, joy","17","6","0.3529","1","0.0588","1","0.0588","0.6794","1108.82","8","8","1.0"
"91","qué el sistema educativo actual está cambiando: Guía 2026","1090","Education","thesis, course, assignment, practice, homework","14","3","0.2143","0","0.0","0","0.0","0.6748","918.21","11","3","0.2727"
"92","de dormir por una semana para terminar un juego móvil: Guía 2026","1292","Gaming","practice, tournament, aim, crossplay, boss","12","4","0.3333","1","0.0833","0","0.0","0.6702","1195.92","4","3","0.75"
"93","escolar fue un FRACASO ÉPICO | ESTO NO FUNCIONA","527","Comedy","viral, sarcasm, audience, moment, fun","17","9","0.5294","0","0.0","2","0.1176","0.9347","1356.18","7","4","0.5714"
"94","Lo que nadie te dice de un fraude millonario en mi trabajo","2011","News","climate, coverage, stream, world, fact","22","9","0.4091","5","0.2273","1","0.0455","0.7473","1299.68","9","7","0.7778"
"95","Mi experiencia con smartphone con cámara profesional","1468","Tech","nft, testing, privacy, innovation, repository","20","6","0.3","4","0.2","0","0.0","0.6922","1089.05","11","5","0.4545"
"96","cambiada al nacer con otro bebé","1397","Lifestyle","life, saving, exercise, trip, habits","21","3","0.1429","2","0.0952","2","0.0952","0.7022","1316.24","11","5","0.4545"
"97","calentamiento antes de cualquier entrenamiento… NO TE LO ESPERAS","1618","Sports","agility, recovery, lose, endurance, trophy","17","6","0.3529","0","0.0","1","0.0588","0.7192","1277.71","8","6","0.75"
"98","¿Conceptos básicos de economía que todos deben saber? LO QUE NADIE TE CUENTA","1087","Education","lecture, understanding, experiment, college, education","14","3","0.2143","0","0.0","1","0.0714","0.879","1451.57","5","4","0.8"
"99","mis cosas mientras estaba de vacaciones (Explicado","2065","Comedy","fails, series, irony, montage, audience","26","6","0.2308","1","0.0385","1","0.0385","0.769","1118.46","9","5","0.5556"
"100","Cómo mantener la constancia en el gimnasio que debes evitar (Explicado","530","Sports","injury, ranking, finals, diet, team","23","8","0.3478","3","0.1304","2","0.087","0.8534","1193.3","10","8","0.8"
"101","Lo que nadie te dice de empezar en la música y cómo evitarlos","2924","Music","inspiration, mood, techno, viral, remix","18","4","0.2222","0","0.0","1","0.0556","0.8156","1845.44","4","6","1.5"
"102","¿Vale la pena Errores comunes en el gimnasio que debes evitar?","601","Sports","fitness, finals, fans, penalty, cheer","22","5","0.2273","3","0.1364","0","0.0","0.7669","1383.59","9","9","1.0"
"103","Mi experiencia con musicales que no conocías y son increíbles","789","Music","rap, hit, acoustic, drums, stream","23","4","0.1739","3","0.1304","1","0.0435","1.1282","1464.52","11","7","0.6364"
"104","terminar un juego móvil","2651","Gaming","solo, sandbox, battlepass, victory, aim","22","7","0.3182","1","0.0455","1","0.0455","0.7004","1263.77","10","6","0.6"
"105","TE ESTO VA A GUSTAR mientras a Doctor Strange?","264","Gaming","graphics, callofduty, loadout, tournament, dlc","32","7","0.2188","4","0.125","1","0.0312","0.8091","1382.84","13","12","0.9231"
"106","NO ES BROMA - idioma en tiempo récord","973","Education","problem, improvement, platform, lab, explanation","21","9","0.4286","4","0.1905","0","0.0","0.8134","1086.1","9","7","0.7778"
"107","mamá a una fiesta universitaria por error: Guía 2026","2229","Comedy","absurd, short, crying, share, exaggeration","24","12","0.5","1","0.0417","0","0.0","0.7365","1194.96","12","11","0.9167"
"108","un atleta de alto rendimiento (Explicado","3462","Sports","mma, recovery, cup, hydration, marathon","20","3","0.15","2","0.1","2","0.1","0.7238","1331.05","5","6","1.2"
"109","equivocado y ahora no sé qué hacer (Explicado","2797","Comedy","material, content, reaction, wild, gesture","22","6","0.2727","1","0.0455","2","0.0909","0.8414","1008.18","10","9","0.9"
"110","Esto cambió todo: todas mis cosas mientras estaba de vacaciones [TE ESTO VA A GUSTAR","1061","Comedy","short, channel, timing, trend, floor","13","5","0.3846","0","0.0","0","0.0","0.7357","885.23","8","5","0.625"
"111","un crimen y tuve que esconderme","1867","News","reporting, live, science, headline, analysis","17","7","0.4118","1","0.0588","0","0.0","0.7555","1240.41","6","7","1.1667"
"112","para principiantes desde cero: Guía 2026","1762","Music","headphones, crowd, song, remix, rap","16","6","0.375","1","0.0625","1","0.0625","0.8585","1329.38","4","6","1.5"
"113","aprender un nuevo idioma en tiempo récord (Explicado","1522","Education","explained, discussion, data, explanation, result","18","6","0.3333","0","0.0","0","0.0","0.6579","1083.61","7","6","0.8571"
"114","Mi experiencia con este gadget por un mes","3331","Tech","metaverse, hosting, innovation, startup, data","20","7","0.35","3","0.15","2","0.1","0.7013","1060.5","10","6","0.6"
"115","ESTO ES MÁS FÁCIL DE LO QUE CREES - con el piano","520","Music","vibe, note, acoustic, rap, studio","18","1","0.0556","2","0.1111","1","0.0556","0.702","1273.89","10","7","0.7"
"116","un 'geek' y no tengo amigos: Guía 2026","993","Comedy","exaggeration, weird, top, youtube, reaction","21","8","0.381","3","0.1429","1","0.0476","0.7193","1109.19","7","5","0.7143"
"117","rico y perdí a todos mis amigos sobre mí (Explicado","265","Lifestyle","budget, outfit, minimalism, organization, time","16","6","0.375","2","0.125","0","0.0","0.7629","874.12","7","2","0.2857"
"118","deportes en un mes… NUNCA MÁS HARÉ ESTO","2728","Sports","speed, pass, card, win, physio","32","11","0.3438","5","0.1562","1","0.0312","0.7886","1202.78","7","8","1.1429"
"119","aprender un nuevo idioma en tiempo récord (Explicado","32","Education","exam, answer, exercise, class, homework","24","10","0.4167","3","0.125","1","0.0417","0.7786","1343.33","11","9","0.8182"
"120","sitio web desde cero: Guía 2026","3141","Tech","application, github, scalability, api, patch","25","7","0.28","0","0.0","2","0.08","0.8854","1264.68","10","6","0.6"
"121","Lo que nadie te dice de de guitarra para principiantes desde cero","3185","Music","performance, cover, acoustic, band, version","8","3","0.375","0","0.0","0","0.0","0.6687","686.75","5","2","0.4"
"122","profesionales con software básico desde cero","983","Music","acoustic, album, studio, gig, single","18","7","0.3889","1","0.0556","3","0.1667","0.6396","1244.33","11","10","0.9091"
"123","Conocí a mi mejor amigo en un videojuego y resultó ser mi vecino (Explicado","3073","Gaming","skin, glitch, graphics, quest, team","20","11","0.55","1","0.05","0","0.0","0.7729","1264.35","6","4","0.6667"
"124","en la vida diaria: ejemplos reales: Guía 2026","2716","Tech","crypto, design, technology, laptop, nft","12","3","0.25","0","0.0","2","0.1667","0.7262","1389.58","6","2","0.3333"
"125","Lo que nadie te dice de de tiro en baloncesto","2965","Sports","stats, arena, finals, olympics, game","17","3","0.1765","3","0.1765","3","0.1765","0.7335","1345.18","5","7","1.4"
"126","EXPLICADO FÁCIL y esto fue lo que pasó: todas mis cosas mientras estaba de vacaciones","1558","Comedy","audience, crowd, style, surprise, twist","19","8","0.4211","1","0.0526","1","0.0526","0.8378","1072.05","8","7","0.875"
"127","Mi experiencia con y perdí todo","2387","Gaming","setup, cosmetics, royale, teclado, reaction","17","6","0.3529","1","0.0588","1","0.0588","0.7323","955.59","10","4","0.4"
"128","un chico y amo las muñecas? ¿Soy raro?","184","Comedy","satire, dialogue, montage, moment, giggle","19","5","0.2632","1","0.0526","0","0.0","0.6864","1248.74","8","6","0.75"
"129","la motivación durante el año escolar: Guía 2026","3551","Education","art, approach, improvement, literature, experiment","20","5","0.25","1","0.05","3","0.15","0.7889","1221.5","5","4","0.8"
"130","Lo que nadie te dice de tu estilo musical único","2215","Music","guitar, tempo, remix, effect, microphone","16","6","0.375","2","0.125","0","0.0","0.8009","1236.94","8","2","0.25"
"131","mi nuevo setup de trabajo minimalista (Explicado","2054","Tech","firewall, mobile, tool, engineer, robot","22","9","0.4091","0","0.0","0","0.0","0.8261","1284.36","7","11","1.5714"
"132","de los eventos más importantes de la historia: Guía 2026","724","Education","debate, analysis, strategy, focus, organization","23","9","0.3913","2","0.087","1","0.0435","0.7768","1284.65","8","9","1.125"
"133","Lo que nadie te dice de Aprendizaje autodidacta: por dónde empezar","659","Education","experience, lecture, schedule, elearning, topic","20","8","0.4","2","0.1","1","0.05","0.6708","1259.75","5","4","0.8"
"134","un videojuego y resultó ser mi vecino desde cero","467","Gaming","ability, lag, tricks, graphics, unlock","25","7","0.28","3","0.12","1","0.04","0.6028","737.88","9","8","0.8889"
"135","a Doctor Strange?: Guía 2026","3355","Gaming","boss, patch, online, event, ability","23","6","0.2609","3","0.1304","0","0.0","0.7249","1396.7","4","8","2.0"
"136","¿Vale la pena secreto para resolver problemas matemáticos complejos?","1684","Education","debate, routine, math, teacher, writing","24","12","0.5","3","0.125","1","0.0417","0.6372","976.75","9","8","0.8889"
"137","ESTO ES ILEGAL?: trabajo con una cita y terminé lavando platos","3072","Comedy","stage, routine, unexpected, moment, entertainment","13","3","0.2308","0","0.0","0","0.0","0.7731","1027.08","10","9","0.9"
"138","tu técnica de tiro en baloncesto: Guía 2026","2417","Sports","defense, draw, champion, cheer, tactics","17","3","0.1765","1","0.0588","0","0.0","0.9095","1369.0","6","6","1.0"
"139","tu primera canción profesional desde cero","2376","Music","rock, feeling, release, trend, classical","19","8","0.4211","3","0.1579","0","0.0","0.8941","1519.58","6","5","0.8333"
"140","libros al año sin cansarse… ESTO ES DIFERENTE","3223","Education","explained, focus, understanding, geography, future","29","6","0.2069","0","0.0","2","0.069","0.7748","1151.59","14","5","0.3571"
"141","tu voz para cantar sin profesor (Explicado","3540","Music","festival, bridge, acoustic, synth, backstage","23","4","0.1739","1","0.0435","1","0.0435","0.7133","1255.35","10","8","0.8"
"142","mayor error de mi novio resultó ser su hijo (Explicado","2114","Lifestyle","habits, kitchen, diet, health, life","15","6","0.4","2","0.1333","1","0.0667","0.7811","779.93","3","4","1.3333"
"143","partida importante y destruí mi habitación | ESTO ES MÁS FÁCIL DE LO QUE CREES","1379","Gaming","clan, royale, arena, controller, speedrun","19","5","0.2632","3","0.1579","0","0.0","0.6276","1131.68","8","5","0.625"
"144","día a día desde cero","2339","Tech","data, firewall, crypto, hosting, repository","19","6","0.3158","3","0.1579","1","0.0526","3.0105","1229.37","9","7","0.7778"
"145","nos traicionó y mi papá se volvió alcohólico | NUNCA HABÍA VISTO ESTO","1802","News","climate, politics, journalism, fact, economy","20","6","0.3","0","0.0","0","0.0","0.7284","1207.5","4","10","2.5"
"146","novia me dejó por pasar más tiempo jugando que con ella","111","Gaming","coop, casual, clan, skill, openworld","23","9","0.3913","2","0.087","0","0.0","0.8191","1154.52","10","7","0.7"
"147","NO LO VAS A ENTENDER - amiga es una persona sin hogar","361","Lifestyle","cleaning, destination, business, adventure, trip","19","8","0.4211","2","0.1053","1","0.0526","0.6933","1142.37","10","6","0.6"
"148","Esto cambió todo: la ley para hacerme viral en internet [ESTO ES ILEGAL?","1191","Gaming","enemy, leagueoflegends, minecraft, boss, practice","14","3","0.2143","2","0.1429","0","0.0","0.7414","1309.21","6","3","0.5"
